Project_ID,Phase_Num,Phase_Name,Cumulative_Delay_Days,Cumulative_Cost_Overrun_Cr,Project_Type,Voltage_Level,Project_Location,Project_Size,Contract_Type,Planned_Duration,Total_Budget_Cr,Start_Date,Engg_%Complete,Engg_Planned_Days,Engg_Actual_Days,Engg_Planned_Cost_Cr,Engg_Actual_Cost_Cr,DPR_Status,Design_Changes,ROW_%Complete,ROW_Planned_Days,ROW_Actual_Days,ROW_Planned_Cost_Cr,ROW_Actual_Cost_Cr,Forest_Clearance,Statutory_Approvals,Supply_%Complete,Supply_Planned_Days,Supply_Actual_Days,Supply_Planned_Cost_Cr,Supply_Actual_Cost_Cr,Orders_Placed,Equip_Delivery_Status,Civil_%Complete,Civil_Planned_Days,Civil_Actual_Days,Civil_Planned_Cost_Cr,Civil_Actual_Cost_Cr,Foundations_Complete,Site_Access,Erection_%Complete,Erection_Planned_Days,Erection_Actual_Days,Erection_Planned_Cost_Cr,Erection_Actual_Cost_Cr,Towers_Erected_Pct,Structures_Complete,Stringing_%Complete,Stringing_Planned_Days,Stringing_Actual_Days,Stringing_Planned_Cost_Cr,Stringing_Actual_Cost_Cr,Conductor_Strung_Pct,Terrain_Type,Testing_%Complete,Testing_Planned_Days,Testing_Actual_Days,Testing_Planned_Cost_Cr,Testing_Actual_Cost_Cr,Trial_Run_Status,DOCO_Date,
"Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - 2 x 500 MVA, 400/220 kV S/s near Vapi / Ambheti (Vapi-II)",3,Procurement/Supply,15,35,Substation,400kV,"Gujarat, Valsad",1000,TBCB,24,1223,01-01-2022,100,90,88,122,125,Approved,0,100,150,165,183,210,0,Complete,100,70,72,306,310,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - 2 x 500 MVA, 400/220 kV S/s near Vapi / Ambheti (Vapi-II)",4,Site Preparation/Civil,20,42,Substation,400kV,"Gujarat, Valsad",1000,TBCB,24,1223,01-01-2022,100,90,88,122,125,Approved,0,100,150,165,183,210,0,Complete,100,70,72,306,310,1,OnTime,100,90,95,183,190,98,1,,,,,,,,,,,,,,,,,,,,,,
"Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - 2 x 500 MVA, 400/220 kV S/s near Vapi / Ambheti (Vapi-II)",5,Erection/Construction,25,49,Substation,400kV,"Gujarat, Valsad",1000,TBCB,24,1223,01-01-2022,100,90,88,122,125,Approved,0,100,150,165,183,210,0,Complete,100,70,72,306,310,1,OnTime,100,90,95,183,190,98,1,100,120,125,245,252,100,1,,,,,,,,,,,,,,,
"Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - 2 x 500 MVA, 400/220 kV S/s near Vapi / Ambheti (Vapi-II)",6,Stringing/Cabling,27,52,Substation,400kV,"Gujarat, Valsad",1000,TBCB,24,1223,01-01-2022,100,90,88,122,125,Approved,0,100,150,165,183,210,0,Complete,100,70,72,306,310,1,OnTime,100,90,95,183,190,98,1,100,120,125,245,252,100,1,100,80,82,122,125,100,Flat,,,,,,,,
"Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - 2 x 500 MVA, 400/220 kV S/s near Vapi / Ambheti (Vapi-II)",7,Testing & Commissioning,28,53,Substation,400kV,"Gujarat, Valsad",1000,TBCB,24,1223,01-01-2022,100,90,88,122,125,Approved,0,100,150,165,183,210,0,Complete,100,70,72,306,310,1,OnTime,100,90,95,183,190,98,1,100,120,125,245,252,100,1,100,80,82,122,125,100,Flat,100,45,46,61,62,Successful,01-10-2024,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Apta Kalwa/Taloja 220 kV D/c line at Navi Mumbai (PG),1,Planning/Engineering,-2,0.6,Line,400kV,"Maharashtra, Navi Mumbai",25,TBCB,24,256,01-01-2022,100,90,88,25.6,26.2,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Apta Kalwa/Taloja 220 kV D/c line at Navi Mumbai (PG),2,Approvals & ROW,13,31.1,Line,400kV,"Maharashtra, Navi Mumbai",25,TBCB,24,256,01-01-2022,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,45.1,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Apta Kalwa/Taloja 220 kV D/c line at Navi Mumbai (PG),3,Procurement/Supply,15,33.6,Line,400kV,"Maharashtra, Navi Mumbai",25,TBCB,24,256,01-01-2022,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,45.1,0,Complete,100,60,62,64,66.5,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Apta Kalwa/Taloja 220 kV D/c line at Navi Mumbai (PG),4,Site Preparation/Civil,17,35.4,Line,400kV,"Maharashtra, Navi Mumbai",25,TBCB,24,256,01-01-2022,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,45.1,0,Complete,100,60,62,64,66.5,1,OnTime,100,90,92,38.4,39.8,98,1,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Apta Kalwa/Taloja 220 kV D/c line at Navi Mumbai (PG),5,Erection/Construction,22,37.8,Line,400kV,"Maharashtra, Navi Mumbai",25,TBCB,24,256,01-01-2022,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,45.1,0,Complete,100,60,62,64,66.5,1,OnTime,100,90,92,38.4,39.8,98,1,100,120,125,51.2,53.4,97,1,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Apta Kalwa/Taloja 220 kV D/c line at Navi Mumbai (PG),6,Stringing/Cabling,23,38.3,Line,400kV,"Maharashtra, Navi Mumbai",25,TBCB,24,256,01-01-2022,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,45.1,0,Complete,100,60,62,64,66.5,1,OnTime,100,90,92,38.4,39.8,98,1,100,120,125,51.2,53.4,97,1,100,75,76,25.6,26.1,99,Flat,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Apta Kalwa/Taloja 220 kV D/c line at Navi Mumbai (PG),7,Testing & Commissioning,24,38.6,Line,400kV,"Maharashtra, Navi Mumbai",25,TBCB,24,256,01-01-2022,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,45.1,0,Complete,100,60,62,64,66.5,1,OnTime,100,90,92,38.4,39.8,98,1,100,120,125,51.2,53.4,97,1,100,75,76,25.6,26.1,99,Flat,100,45,46,12.8,13.1,Successful,15-10-2024,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of KAPP - Vapi 400 kV D/c line at Vapi - II,1,Planning/Engineering,-5,0.1,Line,400kV,"Gujarat, Valsad",5.5,EPC,24,45,01-01-2023,100,90,85,4.5,4.6,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of KAPP - Vapi 400 kV D/c line at Vapi - II,2,Approvals & ROW,10,3.35,Line,400kV,"Gujarat, Valsad",5.5,EPC,24,45,01-01-2023,100,90,85,4.5,4.6,Approved,0,100,150,165,6.75,9.5,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of KAPP - Vapi 400 kV D/c line at Vapi - II,3,Procurement/Supply,12,4.15,Line,400kV,"Gujarat, Valsad",5.5,EPC,24,45,01-01-2023,100,90,85,4.5,4.6,Approved,0,100,150,165,6.75,9.5,0,Complete,100,60,62,11.25,11.8,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of KAPP - Vapi 400 kV D/c line at Vapi - II,4,Site Preparation/Civil,15,5,Line,400kV,"Gujarat, Valsad",5.5,EPC,24,45,01-01-2023,100,90,85,4.5,4.6,Approved,0,100,150,165,6.75,9.5,0,Complete,100,60,62,11.25,11.8,1,OnTime,100,75,78,6.75,7.2,98,1,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of KAPP - Vapi 400 kV D/c line at Vapi - II,5,Erection/Construction,20,5.7,Line,400kV,"Gujarat, Valsad",5.5,EPC,24,45,01-01-2023,100,90,85,4.5,4.6,Approved,0,100,150,165,6.75,9.5,0,Complete,100,60,62,11.25,11.8,1,OnTime,100,75,78,6.75,7.2,98,1,100,120,125,9,9.7,95,1,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of KAPP - Vapi 400 kV D/c line at Vapi - II,6,Stringing/Cabling,18,5.8,Line,400kV,"Gujarat, Valsad",5.5,EPC,24,45,01-01-2023,100,90,85,4.5,4.6,Approved,0,100,150,165,6.75,9.5,0,Complete,100,60,62,11.25,11.8,1,OnTime,100,75,78,6.75,7.2,98,1,100,120,125,9,9.7,95,1,100,70,68,4.5,4.6,98,Flat,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of KAPP - Vapi 400 kV D/c line at Vapi - II,7,Testing & Commissioning,15,5.85,Line,400kV,"Gujarat, Valsad",5.5,EPC,24,45,01-01-2023,100,90,85,4.5,4.6,Approved,0,100,150,165,6.75,9.5,0,Complete,100,60,62,11.25,11.8,1,OnTime,100,75,78,6.75,7.2,98,1,100,120,125,9,9.7,95,1,100,70,68,4.5,4.6,98,Flat,100,45,42,2.25,2.3,Successful,15-10-2024,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Padghe (PG) Ghatkopar 400kV S/c line at Navi Mumbai GIS (PG),1,Planning/Engineering,-2,0.54,Line,400kV,"Maharashtra, Thane",15,TBCB,36,256.59,01-01-2020,100,90,88,25.66,26.2,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Padghe (PG) Ghatkopar 400kV S/c line at Navi Mumbai GIS (PG),2,Approvals & ROW,13,26.65,Line,400kV,"Maharashtra, Thane",15,TBCB,36,256.59,01-01-2020,100,90,88,25.66,26.2,Approved,0,100,150,165,38.49,48.11,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Padghe (PG) Ghatkopar 400kV S/c line at Navi Mumbai GIS (PG),3,Procurement/Supply,15,28.42,Line,400kV,"Maharashtra, Thane",15,TBCB,36,256.59,01-01-2020,100,90,88,25.66,26.2,Approved,0,100,150,165,38.49,48.11,0,Complete,100,70,72,64.15,66.27,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Padghe (PG) Ghatkopar 400kV S/c line at Navi Mumbai GIS (PG),4,Site Preparation/Civil,17,29.89,Line,400kV,"Maharashtra, Thane",15,TBCB,36,256.59,01-01-2020,100,90,88,25.66,26.2,Approved,0,100,150,165,38.49,48.11,0,Complete,100,70,72,64.15,66.27,1,OnTime,100,90,92,38.49,39.46,98,1,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Padghe (PG) Ghatkopar 400kV S/c line at Navi Mumbai GIS (PG),5,Erection/Construction,22,32.73,Line,400kV,"Maharashtra, Thane",15,TBCB,36,256.59,01-01-2020,100,90,88,25.66,26.2,Approved,0,100,150,165,38.49,48.11,0,Complete,100,70,72,64.15,66.27,1,OnTime,100,90,92,38.49,39.46,98,1,100,120,125,51.32,53.36,97,1,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Padghe (PG) Ghatkopar 400kV S/c line at Navi Mumbai GIS (PG),6,Stringing/Cabling,24,33.1,Line,400kV,"Maharashtra, Thane",15,TBCB,36,256.59,01-01-2020,100,90,88,25.66,26.2,Approved,0,100,150,165,38.49,48.11,0,Complete,100,70,72,64.15,66.27,1,OnTime,100,90,92,38.49,39.46,98,1,100,120,125,51.32,53.36,97,1,100,80,82,25.66,26.03,99,Flat,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of Padghe (PG) Ghatkopar 400kV S/c line at Navi Mumbai GIS (PG),7,Testing & Commissioning,25,33.64,Line,400kV,"Maharashtra, Thane",15,TBCB,36,256.59,01-01-2020,100,90,88,25.66,26.2,Approved,0,100,150,165,38.49,48.11,0,Complete,100,70,72,64.15,66.27,1,OnTime,100,90,92,38.49,39.46,98,1,100,120,125,51.32,53.36,97,1,100,80,82,25.66,26.03,99,Flat,100,45,46,12.83,13.07,Successful,15-09-2024,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of one circuit of Pare HEP North Lakhimpur (AEGCL) 132kV D/c line at Nirjuli,1,Planning/Engineering,-2,3,Line,400kV,"Arunachal Pradesh, Papum Pare",25,TBCB,24,1223,01-06-2020,100,90,88,122,125,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of one circuit of Pare HEP North Lakhimpur (AEGCL) 132kV D/c line at Nirjuli,2,Approvals & ROW,43,161,Line,400kV,"Arunachal Pradesh, Papum Pare",25,TBCB,24,1223,01-06-2020,100,90,88,122,125,Approved,0,100,150,195,183,280,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of one circuit of Pare HEP North Lakhimpur (AEGCL) 132kV D/c line at Nirjuli,3,Procurement/Supply,45,175,Line,400kV,"Arunachal Pradesh, Papum Pare",25,TBCB,24,1223,01-06-2020,100,90,88,122,125,Approved,0,100,150,195,183,280,1,Complete,100,60,62,306,320,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of one circuit of Pare HEP North Lakhimpur (AEGCL) 132kV D/c line at Nirjuli,4,Site Preparation/Civil,70,288,Line,400kV,"Arunachal Pradesh, Papum Pare",25,TBCB,24,1223,01-06-2020,100,90,88,122,125,Approved,0,100,150,195,183,280,1,Complete,100,60,62,306,320,1,OnTime,100,90,115,183,235,98,1,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of one circuit of Pare HEP North Lakhimpur (AEGCL) 132kV D/c line at Nirjuli,5,Erection/Construction,85,358,Line,400kV,"Arunachal Pradesh, Papum Pare",25,TBCB,24,1223,01-06-2020,100,90,88,122,125,Approved,0,100,150,195,183,280,1,Complete,100,60,62,306,320,1,OnTime,100,90,115,183,235,98,1,100,120,135,245,265,97,1,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of one circuit of Pare HEP North Lakhimpur (AEGCL) 132kV D/c line at Nirjuli,6,Stringing/Cabling,88,364,Line,400kV,"Arunachal Pradesh, Papum Pare",25,TBCB,24,1223,01-06-2020,100,90,88,122,125,Approved,0,100,150,195,183,280,1,Complete,100,60,62,306,320,1,OnTime,100,90,115,183,235,98,1,100,120,135,245,265,97,1,100,75,78,122,128,99,Hilly,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of one circuit of Pare HEP North Lakhimpur (AEGCL) 132kV D/c line at Nirjuli,7,Testing & Commissioning,90,368,Line,400kV,"Arunachal Pradesh, Papum Pare",25,TBCB,24,1223,01-06-2020,100,90,88,122,125,Approved,0,100,150,195,183,280,1,Complete,100,60,62,306,320,1,OnTime,100,90,115,183,235,98,1,100,120,135,245,265,97,1,100,75,78,122,128,99,Hilly,100,45,47,61,65,Successful,01-10-2024,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of second circuit of Zerda-Ranchodpura 400 kV D/c line at Banaskantha (PG) PS,1,Planning/Engineering,-2,-0.5,Line,400kV,"Gujarat, Banaskantha",35,TBCB,28,180,01-01-2023,100,90,88,18,17.5,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of second circuit of Zerda-Ranchodpura 400 kV D/c line at Banaskantha (PG) PS,2,Approvals & ROW,13,17.5,Line,400kV,"Gujarat, Banaskantha",35,TBCB,28,180,01-01-2023,100,90,88,18,17.5,Approved,0,100,150,165,27,35,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of second circuit of Zerda-Ranchodpura 400 kV D/c line at Banaskantha (PG) PS,3,Procurement/Supply,15,19,Line,400kV,"Gujarat, Banaskantha",35,TBCB,28,180,01-01-2023,100,90,88,18,17.5,Approved,0,100,150,165,27,35,0,Complete,100,70,72,45,46.5,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of second circuit of Zerda-Ranchodpura 400 kV D/c line at Banaskantha (PG) PS,4,Site Preparation/Civil,17,19.3,Line,400kV,"Gujarat, Banaskantha",35,TBCB,28,180,01-01-2023,100,90,88,18,17.5,Approved,0,100,150,165,27,35,0,Complete,100,70,72,45,46.5,1,OnTime,100,80,82,27,27.8,98,1,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of second circuit of Zerda-Ranchodpura 400 kV D/c line at Banaskantha (PG) PS,5,Erection/Construction,15,19.5,Line,400kV,"Gujarat, Banaskantha",35,TBCB,28,180,01-01-2023,100,90,88,18,17.5,Approved,0,100,150,165,27,35,0,Complete,100,70,72,45,46.5,1,OnTime,100,80,82,27,27.8,98,1,100,120,118,36,36.2,97,1,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of second circuit of Zerda-Ranchodpura 400 kV D/c line at Banaskantha (PG) PS,6,Stringing/Cabling,13,19.3,Line,400kV,"Gujarat, Banaskantha",35,TBCB,28,180,01-01-2023,100,90,88,18,17.5,Approved,0,100,150,165,27,35,0,Complete,100,70,72,45,46.5,1,OnTime,100,80,82,27,27.8,98,1,100,120,118,36,36.2,97,1,100,75,73,18,17.8,99,Flat,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - LILO of second circuit of Zerda-Ranchodpura 400 kV D/c line at Banaskantha (PG) PS,7,Testing & Commissioning,10,19.4,Line,400kV,"Gujarat, Banaskantha",35,TBCB,28,180,01-01-2023,100,90,88,18,17.5,Approved,0,100,150,165,27,35,0,Complete,100,70,72,45,46.5,1,OnTime,100,80,82,27,27.8,98,1,100,120,118,36,36.2,97,1,100,75,73,18,17.8,99,Flat,100,45,42,9,9.1,Successful,15-05-2025,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Padghe (PG) - Kharghar 400 kV D/c (quad) line,1,Planning/Engineering,-2,0.6,Line,400kV,"Maharashtra, Palghar",140,TBCB,24,256,01-01-2023,100,90,88,25.6,26.2,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Padghe (PG) - Kharghar 400 kV D/c (quad) line,2,Approvals & ROW,13,34,Line,400kV,"Maharashtra, Palghar",140,TBCB,24,256,01-01-2023,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,48.2,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Padghe (PG) - Kharghar 400 kV D/c (quad) line,3,Procurement/Supply,15,37.9,Line,400kV,"Maharashtra, Palghar",140,TBCB,24,256,01-01-2023,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,48.2,1,Complete,100,70,72,64,67.5,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Padghe (PG) - Kharghar 400 kV D/c (quad) line,4,Site Preparation/Civil,30,45.6,Line,400kV,"Maharashtra, Palghar",140,TBCB,24,256,01-01-2023,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,48.2,1,Complete,100,70,72,64,67.5,1,OnTime,100,90,105,38.4,46.1,98,1,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Padghe (PG) - Kharghar 400 kV D/c (quad) line,5,Erection/Construction,38,49.2,Line,400kV,"Maharashtra, Palghar",140,TBCB,24,256,01-01-2023,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,48.2,1,Complete,100,70,72,64,67.5,1,OnTime,100,90,105,38.4,46.1,98,1,100,120,128,51.2,54.8,96,1,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Padghe (PG) - Kharghar 400 kV D/c (quad) line,6,Stringing/Cabling,40,50,Line,400kV,"Maharashtra, Palghar",140,TBCB,24,256,01-01-2023,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,48.2,1,Complete,100,70,72,64,67.5,1,OnTime,100,90,105,38.4,46.1,98,1,100,120,128,51.2,54.8,96,1,100,80,82,25.6,26.4,98,Flat,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Padghe (PG) - Kharghar 400 kV D/c (quad) line,7,Testing & Commissioning,41,50.6,Line,400kV,"Maharashtra, Palghar",140,TBCB,24,256,01-01-2023,100,90,88,25.6,26.2,Approved,0,100,150,165,38.4,48.2,1,Complete,100,70,72,64,67.5,1,OnTime,100,90,105,38.4,46.1,98,1,100,120,128,51.2,54.8,96,1,100,80,82,25.6,26.4,98,Flat,100,45,46,12.8,13.2,Successful,30-09-2024,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Vapi-II-Sayali D/C 220kV D/C line,1,Planning/Engineering,-2,1,Line,220kV,"Gujarat, Valsad",124,TBCB,34,350,01-01-2022,100,90,88,35,36,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Vapi-II-Sayali D/C 220kV D/C line,2,Approvals & ROW,43,89,Line,220kV,"Gujarat, Valsad",124,TBCB,34,350,01-01-2022,100,90,88,35,36,Approved,0,100,150,195,52.5,84,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Vapi-II-Sayali D/C 220kV D/C line,3,Procurement/Supply,45,94,Line,220kV,"Gujarat, Valsad",124,TBCB,34,350,01-01-2022,100,90,88,35,36,Approved,0,100,150,195,52.5,84,1,Complete,100,70,72,87.5,92,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Vapi-II-Sayali D/C 220kV D/C line,4,Site Preparation/Civil,60,105,Line,220kV,"Gujarat, Valsad",124,TBCB,34,350,01-01-2022,100,90,88,35,36,Approved,0,100,150,195,52.5,84,1,Complete,100,70,72,87.5,92,1,OnTime,100,90,105,52.5,63,95,1,,,,,,,,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Vapi-II-Sayali D/C 220kV D/C line,5,Erection/Construction,68,109,Line,220kV,"Gujarat, Valsad",124,TBCB,34,350,01-01-2022,100,90,88,35,36,Approved,0,100,150,195,52.5,84,1,Complete,100,70,72,87.5,92,1,OnTime,100,90,105,52.5,63,95,1,100,120,128,70,74,96,1,,,,,,,,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Vapi-II-Sayali D/C 220kV D/C line,6,Stringing/Cabling,70,110,Line,220kV,"Gujarat, Valsad",124,TBCB,34,350,01-01-2022,100,90,88,35,36,Approved,0,100,150,195,52.5,84,1,Complete,100,70,72,87.5,92,1,OnTime,100,90,105,52.5,63,95,1,100,120,128,70,74,96,1,100,80,82,35,36,98,Flat,,,,,,,,
Western Region Strengthening Scheme-XIX (WRSS-XIX) and North Eastern Region Strengthening Scheme-IX (NERSS-IX) - Vapi-II-Sayali D/C 220kV D/C line,7,Testing & Commissioning,71,111,Line,220kV,"Gujarat, Valsad",124,TBCB,34,350,01-01-2022,100,90,88,35,36,Approved,0,100,150,195,52.5,84,1,Complete,100,70,72,87.5,92,1,OnTime,100,90,105,52.5,63,95,1,100,120,128,70,74,96,1,100,80,82,35,36,98,Flat,100,45,46,17.5,18,Successful,30-09-2024,
